filename,si_sdr_noisy,si_sdr_denoised,improvement
p232_323.wav,6.0198,14.8506,+8.8308
p232_324.wav,1.2712,12.2029,+10.9317
p232_325.wav,15.3698,22.1281,+6.7583
p232_326.wav,10.4552,16.4034,+5.9482
p232_327.wav,6.2297,16.5237,+10.2940
p232_328.wav,1.2910,8.8928,+7.6019
p232_329.wav,15.7989,24.7063,+8.9074
p232_330.wav,10.3632,22.3403,+11.9772
p232_331.wav,5.8767,27.8266,+21.9500
p232_332.wav,0.6348,20.5400,+19.9052
p232_333.wav,15.5551,23.2438,+7.6887
p232_334.wav,11.4884,20.4685,+8.9801
p232_335.wav,5.8556,17.0648,+11.2092
p232_336.wav,0.8439,12.6778,+11.8338
p232_337.wav,16.4165,24.6891,+8.2725
p232_338.wav,11.0741,17.0414,+5.9673
p232_339.wav,4.6621,18.7526,+14.0906
p232_340.wav,-0.1912,19.9686,+20.1598
p232_341.wav,16.3389,19.9744,+3.6356
p232_342.wav,11.4165,15.1372,+3.7207
p232_343.wav,6.1766,15.7073,+9.5307
p232_344.wav,0.2901,9.5133,+9.2233
p232_346.wav,15.8650,22.6011,+6.7360
p232_347.wav,11.6886,18.2138,+6.5252
p232_348.wav,6.3678,13.8869,+7.5191
p232_349.wav,1.3999,12.9243,+11.5244
p232_350.wav,15.3650,28.0921,+12.7271
p232_351.wav,10.5243,22.4444,+11.9200
p232_352.wav,5.7091,21.3918,+15.6827
p232_353.wav,1.0431,19.1261,+18.0830
p232_354.wav,15.4194,20.5947,+5.1753
p232_355.wav,11.5110,20.4288,+8.9178
p232_356.wav,6.5041,17.1784,+10.6743
p232_357.wav,1.0608,15.4061,+14.3452
p232_358.wav,15.5159,22.6264,+7.1105
p232_359.wav,9.9745,21.2581,+11.2836
p232_360.wav,6.3456,19.7475,+13.4019
p232_361.wav,0.4511,19.0831,+18.6320
p232_362.wav,16.3850,21.9095,+5.5245
p232_363.wav,11.5991,19.4234,+7.8242
p232_364.wav,6.1009,16.7106,+10.6097
p232_365.wav,0.9203,14.2277,+13.3074
p232_366.wav,15.8219,21.0137,+5.1918
p232_367.wav,10.6314,19.7173,+9.0859
p232_368.wav,5.8615,17.6426,+11.7811
p232_369.wav,1.6450,13.5261,+11.8811
p232_370.wav,15.3257,24.5110,+9.1853
p232_371.wav,10.5349,23.4671,+12.9322
p232_372.wav,6.5736,19.7833,+13.2097
p232_373.wav,1.5399,20.3133,+18.7734
p232_374.wav,16.4300,22.0472,+5.6172
p232_375.wav,11.2138,18.9122,+7.6984
p232_377.wav,6.4063,18.8704,+12.4641
p232_378.wav,1.5928,14.4432,+12.8505
p232_379.wav,16.2542,22.4792,+6.2250
p232_380.wav,11.4576,21.5644,+10.1068
p232_381.wav,5.8276,20.8548,+15.0272
p232_382.wav,0.7212,18.9012,+18.1800
p232_383.wav,15.4050,20.9227,+5.5177
p232_384.wav,10.5875,17.5797,+6.9921
p232_385.wav,6.3979,17.0161,+10.6182
p232_386.wav,0.9963,8.6985,+7.7022
p232_387.wav,16.5414,20.5890,+4.0476
p232_388.wav,11.7969,18.0672,+6.2703
p232_389.wav,6.6193,17.9523,+11.3330
p232_390.wav,0.7154,14.1067,+13.3913
p232_391.wav,15.5373,23.6144,+8.0771
p232_392.wav,11.5600,23.3504,+11.7903
p232_393.wav,6.5480,21.2314,+14.6834
p232_394.wav,1.5166,21.6434,+20.1268
p232_396.wav,15.6547,20.8834,+5.2287
p232_397.wav,11.4856,20.8770,+9.3913
p232_398.wav,6.4793,18.5006,+12.0214
p232_399.wav,1.0459,15.0196,+13.9737
p232_400.wav,16.3225,24.1474,+7.8249
p232_402.wav,5.7282,15.8270,+10.0988
p232_403.wav,11.7219,19.1018,+7.3799
p232_404.wav,15.5743,22.0481,+6.4738
p232_405.wav,6.2343,19.3653,+13.1310
p232_407.wav,0.2788,9.5113,+9.2325
p232_409.wav,1.3199,14.3984,+13.0785
p232_410.wav,6.5372,18.7011,+12.1640
p232_411.wav,14.6531,24.1773,+9.5242
p232_412.wav,11.6457,19.3190,+7.6733
p232_413.wav,10.9783,24.7487,+13.7704
p232_414.wav,0.5588,14.9846,+14.4258
p232_415.wav,0.9630,10.9151,+9.9521
p257_001.wav,16.2140,17.7440,+1.5301
p257_002.wav,11.3212,16.6238,+5.3026
p257_003.wav,6.9979,16.0783,+9.0804
p257_004.wav,1.4411,16.5244,+15.0833
p257_006.wav,16.8926,20.6986,+3.8060
p257_007.wav,11.6553,16.0261,+4.3707
p257_008.wav,7.0697,13.2028,+6.1331
p257_009.wav,1.7493,12.0575,+10.3082
p257_010.wav,16.2528,22.3464,+6.0935
p257_011.wav,11.9509,20.0853,+8.1343
p257_012.wav,6.7217,17.3249,+10.6032
p257_013.wav,1.7216,10.4258,+8.7043
p257_014.wav,16.5257,22.8724,+6.3467
p257_015.wav,11.8778,20.6748,+8.7970
p257_016.wav,6.9736,18.8781,+11.9045
p257_017.wav,1.5881,16.8980,+15.3099
p257_018.wav,16.8296,21.0083,+4.1787
p257_019.wav,12.0517,18.8531,+6.8014
p257_020.wav,6.3758,18.3994,+12.0235
p257_022.wav,1.8374,17.3380,+15.5006
p257_023.wav,17.0968,21.9773,+4.8805
p257_024.wav,11.8921,20.6846,+8.7925
p257_025.wav,6.0774,18.2880,+12.2106
p257_026.wav,0.5442,12.5663,+12.0220
p257_027.wav,16.6878,20.3866,+3.6988
p257_028.wav,11.3830,15.7856,+4.4026
p257_029.wav,5.7777,15.2812,+9.5036
p257_030.wav,1.4222,14.9882,+13.5660
p257_031.wav,15.1631,18.4955,+3.3324
p257_032.wav,11.0745,16.5856,+5.5111
p257_033.wav,5.6089,12.4387,+6.8298
p257_034.wav,0.8572,15.2125,+14.3554
p257_035.wav,16.4110,21.5833,+5.1723
p257_036.wav,10.0634,18.5159,+8.4525
p257_037.wav,5.5038,16.3515,+10.8477
p257_038.wav,2.0057,16.3419,+14.3363
p257_039.wav,16.2933,20.5840,+4.2906
p257_040.wav,11.2356,17.6918,+6.4562
p257_041.wav,7.3408,12.8121,+5.4713
p257_042.wav,-0.6673,15.3688,+16.0360
p257_043.wav,15.6804,22.1646,+6.4843
p257_044.wav,10.4149,17.4688,+7.0539
p257_045.wav,4.7905,14.6299,+9.8394
p257_046.wav,2.1095,12.1659,+10.0565
p257_047.wav,16.1146,20.9596,+4.8451
p257_048.wav,10.9793,15.9828,+5.0035
p257_049.wav,6.8524,16.7339,+9.8815
p257_050.wav,0.1886,11.5450,+11.3564
p257_051.wav,16.9010,20.2980,+3.3971
p257_052.wav,10.6951,18.7212,+8.0260
p257_053.wav,5.9149,13.6105,+7.6957
p257_054.wav,0.9730,11.8630,+10.8899
p257_055.wav,16.0604,18.7604,+2.7000
